Index,Offset,Original,Cleaned,Translation
6719,7929248,\pKobold,Kobold,
6720,7929264,\p\hDark Merchant Weber,Dark Merchant Weber,
6721,7929288,\pKobold,Kobold,
6722,7929304,"\p%0x%0y\h\,%12d%0cG",",[NUM]G",
6723,7929328,\pKobold,Kobold,
6724,7929344,\pInsistently received %1c%s%0c.\k,Insistently received [TEXT].,
6725,7929384,\pKobold,Kobold,
6726,7929400,"\pGot saddled with \h%1c\,%d%0cG in debt.\k","Got saddled with ,[NUM]G in debt.",
6727,7929448,\pKobold,Kobold,
6728,7929464,\p...Hmm?,...Hmm?,
6729,7929480,\p\hDestitute Ragtag,Destitute Ragtag,
6731,7930112,\pKobold,Kobold,
6732,7930128,\pKobold,Kobold,
6733,7930144,\pKobold,Kobold,
6734,7930160,"\p%0x%0y\h\,%12d%0cG",",[NUM]G",
6735,7930184,\pGrunt Soldier,Grunt Soldier,
6736,7930200,\pReceived %2c%s%0c.\k,Received [TEXT].,
6737,7930224,"\pNo, no thanks is necessary.\nFrankly, I have funds to burn!\nI shall be off, now. Ta!\k","No, no thanks is necessary. Frankly, I have funds to burn! I shall be off, now. Ta!",
6738,7930320,\pWallace,Wallace,
6739,7930336,"\pReceived \h%2c\,%d%0cG.\k","Received ,[NUM]G.",
6740,7930368,\pKobold,Kobold,
6741,7930384,"\pHow are you faring this fine day?\nI am the resident millionaire, %2cDadah%0c.\k","How are you faring this fine day? I am the resident millionaire, Dadah.",
6742,7930640,\pJedoughva,Jedoughva,
6743,7930656,"\pHello there, commoner!\n","Hello there, commoner!",
6744,7930688,\pChan Lee,Chan Lee,
6745,7930704,\pHee hee hee...\nFOOL.\k,Hee hee hee... FOOL.,
6746,7930736,\pAvian Ops,Avian Ops,
6747,7930752,\pHuh!\nSaved by a soft-hearted idiot.\nWhat d'ya know?\k,Huh! Saved by a soft-hearted idiot. What d'ya know?,
6748,7930816,\pMinotaur,Minotaur,
6749,7930832,\pDullahan,Dullahan,
6750,7930848,\p...H-Here...\k,...H-Here...,
6751,7930896,\pHarpy,Harpy,
6752,7930904,\p...Um...\k,...Um...,
6753,7930920,\pKentauros,Kentauros,
6755,7931016,\pEvil Machine,Evil Machine,
6756,7931032,\pOoogh... Eeeurgh...,Ooogh... Eeeurgh...,
6757,7931056,\pBone Warrior,Bone Warrior,
6758,7931072,\p\h%2x%s\n,[TEXT],
6759,7931088,\pArchmage,Archmage,
6760,7931104,\pDemi-alligator,Demi-alligator,
6761,7931128,\pKobold,Kobold,
6762,7931144,\p%1yStart%40xEnd%8x,StartEnd,
6763,7931168,\pKobold,Kobold,
6764,7931184,\p\hLight Ribbing\nModerate Teasing\nSerious Torment\nNo Bullying,Light Ribbing Moderate Teasing Serious Torment No Bullying,
6765,7931256,\pKobold,Kobold,
6766,7931272,\p\hCowardly Grudge,Cowardly Grudge,
6767,7931296,\pKobold,Kobold,
6768,7931312,"\p%0x%0y\h\,%12d%0cG",",[NUM]G",
6769,7931336,\pKobold,Kobold,
6770,7931352,\p%3c%s%0c received the\nSpite 'Em %2c%s%0c.\k,[TEXT] received the Spite 'Em [TEXT].,
6771,7931400,\pKobold,Kobold,
6772,7931416,\p%3c%s%0c has fallen asleep!\k,[TEXT] has fallen asleep!,
6773,7931448,\p%3c%s%0c has been paralyzed!\k,[TEXT] has been paralyzed!,
6774,7931488,\pYou appear to be struggling.\k,You appear to be struggling.,
6775,7931728,\pKobold,Kobold,
6776,7931744,\pExecutioner,Executioner,
6777,7931760,\pHarpy Sister,Harpy Sister,
6778,7931776,\p%3c%s%0c now has a footsore!\k,[TEXT] now has a footsore!,
6779,7931816,\pCentaur,Centaur,
6780,7931832,\pTHIS GRUDGE...\nMUST NOT BE LEFT UNFULFILLED.%0c,THIS GRUDGE... MUST NOT BE LEFT UNFULFILLED.,
6781,7931888,\pArch-machine,Arch-machine,
6782,7931904,"\p%1cI found you, %3c%s%1c!\k","I found you, [TEXT]!",
6783,7931936,\pBone General,Bone General,
6784,7931952,"\p%3c%s%1c, huh...?\nWell, know this:\nYour just deserts are nigh...\k","[TEXT], huh...? Well, know this: Your just deserts are nigh...",
6785,7932024,\pDruid,Druid,
6786,7932032,\pMya?\n(How peckewliar...)\k,Mya? (How peckewliar...),
6787,7932200,\pAxe Caiman,Axe Caiman,
6788,7932216,\pLamia,Lamia,
6789,7932224,"\pHmph! Do your worst.\nFor I, %1c%s%0c,\nshall neither run nor hide!\k","Hmph! Do your worst. For I, [TEXT], shall neither run nor hide!",
6790,7932296,\pAmazoness,Amazoness,
6791,7932320,\pHmm. Let us assess the situation!\k,Hmm. Let us assess the situation!,
6792,7932480,\pP-Pardon?\k,P-Pardon?,
6793,7932624,\pKemumaki,Kemumaki,
6794,7932640,"\pIf you're going to begrudge anyone,\nthen make it %1c%s%0c!\k","If you're going to begrudge anyone, then make it [TEXT]!",
6795,7932752,\pDark Elf,Dark Elf,
6796,7932768,"\pOhohoho...\nYou thought that I, %1c%s%0c,\nwould be scared of YOU?\k","Ohohoho... You thought that I, [TEXT], would be scared of YOU?",
6797,7932840,\pEndeviled,Endeviled,
6798,7932864,\pEeeep! Forgive me!\nI was only acting on behalf\nof %1c%s%0c!\k,Eeeep! Forgive me! I was only acting on behalf of [TEXT]!,
6799,7932936,\pTwin Shark,Twin Shark,
6800,7932952,\p%1cTHIS GRUDGE...\k,THIS GRUDGE...,
6801,7932976,\pI am the almighty %1c%s%0c!\k,I am the almighty [TEXT]!,
6802,7933048,\pRhinoman,Rhinoman,
6803,7933064,\pRed Dragon,Red Dragon,
6804,7933080,\pInsistently received %1c%s%0c.\k,Insistently received [TEXT].,
6805,7933120,\p%3c(Something feels off...)\k,(Something feels off...),
6806,7933200,\pVampire,Vampire,
6807,7933216,\pIf it isn't %3c%s%0c!\k,If it isn't [TEXT]!,
6808,7933448,\pEvil Brian,Evil Brian,
6809,7933464,\pDemonic Machine,Demonic Machine,
6810,7933488,\pIf it isn't %3c%s%0c!\k,If it isn't [TEXT]!,
6811,7933640,\pHellwalker,Hellwalker,
6812,7933656,"\pWell, what've we here?\n","Well, what've we here?",
6813,7933688,\pSorcerer,Sorcerer,
6814,7933704,\p\h%2x%s\n,[TEXT],
6815,7933720,\pCrocodiler,Crocodiler,
6816,7933736,\p\hMaster Grifter Cherrykey,Master Grifter Cherrykey,
6817,7933768,\pAmazon Queen,Amazon Queen,
6818,7933784,"\p%0x%0y\h\,%12d%0cG",",[NUM]G",
6819,7933808,\pSnake Shaman,Snake Shaman,
6820,7933824,\p%3c%s%0c has been possessed!\k,[TEXT] has been possessed!,
6821,7933864,\pHattori,Hattori,
6822,7933880,"\p%3c%s%0c's\nAT, DF, SP, and MG\nhave all gone down!\k","[TEXT]'s AT, DF, SP, and MG have all gone down!",
6823,7933936,\pSniper Elf,Sniper Elf,
6824,7933952,\p%3c%s%0c's MG has gone down!\k,[TEXT]'s MG has gone down!,
6825,7933992,\pSargatanus,Sargatanus,
6826,7934008,\p%3c%s%0c's SP has gone down!\k,[TEXT]'s SP has gone down!,
6827,7934048,\pDouble Jaws,Double Jaws,
6828,7934064,\p%3c%s%0c's DF has gone down!\k,[TEXT]'s DF has gone down!,
6829,7934104,\pBlackhorn,Blackhorn,
6830,7934120,\p%3c%s%0c has become afraid!\k,[TEXT] has become afraid!,
6831,7934152,\pVampire Horror,Vampire Horror,
6832,7934176,\p%3c%s%0c's items and magic\nhave been sealed!\k,[TEXT]'s items and magic have been sealed!,
6833,7934232,\pBlue Dragon,Blue Dragon,
6834,7934248,\p%3c%s%0c has been cursed!\k,[TEXT] has been cursed!,
6835,7934280,\pHawk Soldier,Hawk Soldier,
6836,7934296,\p%3c%s%0c has been poisoned!\k,[TEXT] has been poisoned!,
6837,7934328,\pViolent Bull,Violent Bull,
6838,7934344,\pWh-Whoa...%10w!%0w,Wh-Whoa...%10w!%0w,
6839,7934368,\pI-Isn't that...?\k,I-Isn't that...?,
6841,7934768,\pKobold,Kobold,
6842,7934784,\p\hCollector Getz,Collector Getz,
6843,7934808,\pKobold,Kobold,
6844,7934824,"\p%0x%0y\h\,%12d%0cG",",[NUM]G",
6845,7934848,\pBlade Witch,Blade Witch,
6846,7934864,"\p%3cWhere're my money, items, and spells?!\k","Where're my money, items, and spells?!",
6847,7934928,\pMedusa,Medusa,
6848,7934944,"\pNot enough, you say?! Pshaw!\k","Not enough, you say?! Pshaw!",
6849,7935312,\pKamuy,Kamuy,
6850,7935320,"\pReceived \h%2c\,%d%0cG.\k","Received ,[NUM]G.",
6851,7935352,\pGenocider,Genocider,
6853,7935488,\pThank you for your patience.\k,Thank you for your patience.,
6854,7935584,\pHunterfang,Hunterfang,
6855,7935600,"\pHey, my lucky client!\n","Hey, my lucky client!",
6856,7935632,\pGigacynosis,Gigacynosis,
6857,7935648,\pPerfect! I'll get to work\nright away.\k,Perfect! I'll get to work right away.,
6858,7935816,\pVampire Lord,Vampire Lord,
6859,7935832,"\pPaid \h%1c\,%d%0cG.\k","Paid ,[NUM]G.",
6860,7935856,"\pWonderful! I knew I could count\non you, %3c%s%0c!\nYou are a magnanimous sort.\k","Wonderful! I knew I could count on you, [TEXT]! You are a magnanimous sort.",
6861,7935984,\pGreat Dragon,Great Dragon,
6862,7936000,\pGriffinman,Griffinman,
6863,7936016,"\pWell, well...\nToo rich for your blood, hmm?\k","Well, well... Too rich for your blood, hmm?",
6864,7936128,\pFiendish Ox,Fiendish Ox,
6865,7936144,"\pWell, well...\nAren't we a busy beaver?\k","Well, well... Aren't we a busy beaver?",
6866,7936256,\pGuillotine King,Guillotine King,
6867,7936280,\pVenusian Harpy,Venusian Harpy,
6868,7936304,\pI'll keep it short and sweet.\k,I'll keep it short and sweet.,
6869,7936416,\pHey! You there!\n,Hey! You there!,
6870,7936436,\pDeus,Deus,
6871,7936448,\p%0x%0y\hConfig\nMusic\nSwitch\nControls\nAdvantage\nHelp\nSave\nTitle,Config Music Switch Controls Advantage Help Save Title,
6872,7936520,\p\hMaster Grifter Cherrykey,Master Grifter Cherrykey,
6873,7936552,\p\hTraveling Blacksmith Guts,Traveling Blacksmith Guts,
6874,7936584,"\p%0x%0y\h\,%12d%0cG",",[NUM]G",
6875,7936608,\p\hMove\n\hExamine\n\hEvents\n\hData\n\hTarget\n\h%13cSettings,Move Examine Events Data Target Settings,
6876,7936672,\p\hMove\n\hExamine\n\hEvents\n\hData\n\hTarget\n\hSettings,Move Examine Events Data Target Settings,
6877,7936736,\p\hMove\n\hExamine\n\hData\n\hTarget\n\h%13cSettings,Move Examine Data Target Settings,
6878,7936792,\p\hMove\n\hExamine\n\hData\n\hTarget\n\hSettings,Move Examine Data Target Settings,
6879,7936848,"\pUm, you don't have enough money.\k","Um, you don't have enough money.",
6880,7936944,"\pAh, you're not?\nI know the price is a bit steep,\nbut considering its rarity...\k","Ah, you're not? I know the price is a bit steep, but considering its rarity...",
6881,7937072,\p\hMove\n\hExamine\n\hUse\n\hData\n\hTarget\n\h%13cSettings,Move Examine Use Data Target Settings,
6882,7937136,\pGood. I'm glad I brought it.\k,Good. I'm glad I brought it.,
6883,7937240,\p\hMove\n\hExamine\n\hUse\n\hData\n\hTarget\n\hSettings,Move Examine Use Data Target Settings,
6884,7937304,"\pPaid \h%3c\,%{Price}d%0cG\nand received %2c%{Name}s%0c.\k","Paid ,%{Price}dG and received %{Name}s.",
6885,7937368,\p%23x%2y\h%D,%D,
6886,7937384,\pHey! ,Hey!,
6887,7937392,"\pYou've been working hard at\nhauling in treasure, right?\k","You've been working hard at hauling in treasure, right?",
6888,7937576,\p%17x%2y\h%D,%D,
6889,7937592,\p%11x%2y\h%D,%D,
6890,7937608,"\p%35x%0y\h\,%D",",%D",
6891,7937624,"\pHanded over %2c%s%0c and\nreceived \h%2c\,%d%0cG.\k","Handed over [TEXT] and received ,[NUM]G.",
6893,7937872,\p%5x%2y\h%D,%D,
6894,7937888,"\pNo, wait! Don't walk away!","No, wait! Don't walk away!",
6895,7937920,"\pYou... You won't sell it?\nWell, if I can't...change your mind...\k","You... You won't sell it? Well, if I can't...change your mind...",
6896,7938032,"\pTruly, thank you so much!\nNow I'm one step closer\nto having the perfect collection!\k","Truly, thank you so much! Now I'm one step closer to having the perfect collection!",
6897,7938232,\p%2x%0y\h%2d%8x%8s%18x\z,[NUM][TEXT],
6898,7938264,\p%s will revert to human.,[TEXT] will revert to human.,
6899,7938296,\pPress the %527M to revert %s to human next turn.,Press the [BTN] to revert [TEXT] to human next turn.,
6900,7938352,"\pYou'll do it?! Oh, thank you so much!\k","You'll do it?! Oh, thank you so much!",
6901,7938456,\pReceived %3c%s%0c.\k,Received [TEXT].,
6902,7938480,\p%5x%2y%24X\C%S,%24X\C%S,
6903,7938504,\pI've done it!\k,I've done it!,
6904,7938560,\p%4x%0y\h%D,%D,
6905,7938576,"\pPaid \h%1c\,%d%0cG.\k","Paid ,[NUM]G.",
6906,7938600,\p%2x%0yData%2x%2yMap,DataMap,
6907,7938624,"\pWhy, you ain't got the gold!\k","Why, you ain't got the gold!",
6908,7938664,\p%2x%0yMove%2x%2ySpot Info%2x%4yCancel,MoveSpot InfoCancel,
6909,7938704,"\pAww, that's too bad.\k","Aww, that's too bad.",
6910,7938784,\p%2x%0ySpot Info%2x%2yMap%2x%4yCancel,Spot InfoMapCancel,
6911,7938824,\p\rSettings have been changed!\nKeep these changes?,Settings have been changed! Keep these changes?,
6912,7938880,"\pA'ight, now we're talkin'!\k","A'ight, now we're talkin'!",
6913,7939008,\p%2x%0yExamine%2x%2yAuto%2x%4yData%2x%6yMap,ExamineAutoDataMap,
6914,7939056,\pThat's a fine shield ya got!\k,That's a fine shield ya got!,
6915,7939304,\p\h%13x%0yChange,Change,
6916,7939328,"\pAin't ya got no shield?\nWell, that's a darn shame.\k","Ain't ya got no shield? Well, that's a darn shame.",
6917,7939584,\pThat's some fine armor ya got!\k,That's some fine armor ya got!,
6918,7939832,\p\h%4x%0yBack,Back,
6919,7939848,\p\h%3x%0yInstructions,Instructions,
6920,7939872,"\pAin't ya got no armor?!\nWell, that's a darn shame.\k","Ain't ya got no armor?! Well, that's a darn shame.",
6921,7940120,\p\h%12x%0yRestore to Default,Restore to Default,
6922,7940152,\p\h%5x%0yInstructions%18x%0yRestore to Default,InstructionsRestore to Default,
6923,7940200,\p%0x%0y\hOn\nOff,On Off,
6924,7940224,\pThat's a fine weapon ya got!\k,That's a fine weapon ya got!,
6925,7940472,\pSorry to keep ya.\n,Sorry to keep ya.,
6926,7940496,"\pAin't ya got no weapons?!\nWell, that's a darn shame.\k","Ain't ya got no weapons?! Well, that's a darn shame.",
6927,7940728,\pHey.\n,Hey.,
6928,7940744,\pBeggin' yer pardon...\n,Beggin' yer pardon...,
6929,7940776,\pMummyman,Mummyman,
6930,7940792,"\pOne last push to peace, I do decree!","One last push to peace, I do decree!",
6931,7940832,\p%0x%0y\hConfig\nMusic\nSwitch\nControls\nAdvantage\nHelp\nTitle,Config Music Switch Controls Advantage Help Title,
6932,7940904,\pBean Sprout,Bean Sprout,
6933,7940920,\pRight. Best of luck! %1c＃%0c,Right. Best of luck! ＃,
6934,7940960,\p%0x%0y\hConfig\nMusic\nSwitch\nControls\nAdvantage\nHelp\n%13cSave\n%0cTitle,Config Music Switch Controls Advantage Help Save Title,
6935,7941040,\pHmm?\n,Hmm?,
6936,7941056,\p%0x%0y\hConfig\nMusic\nSwitch\nControls\nAdvantage\nHelp\nTitle,Config Music Switch Controls Advantage Help Title,
6937,7941128,\pTurtle Tank,Turtle Tank,
6938,7941144,\pWhat?! Is this the fiend's\nobjective?! I do decree!,What?! Is this the fiend's objective?! I do decree!,
6939,7941200,"\pNow! To the cave, I say, the cave!\nMay it be Wallace's last stand!","Now! To the cave, I say, the cave! May it be Wallace's last stand!",
6940,7941272,\pSamurai,Samurai,
6941,7941288,\pCarnivorous Plant,Carnivorous Plant,
6942,7941312,\pWallace's finally turned tail and ran!\nHe's holed up in Dead End Cave!,Wallace's finally turned tail and ran! He's holed up in Dead End Cave!,
6943,7941392,"\pTerrible tidings, everyone!","Terrible tidings, everyone!",
6944,7941424,\pNaughty Angel,Naughty Angel,
6945,7941440,"\pI do decree, well done, everyone!","I do decree, well done, everyone!",
6946,7941480,\pBonefish,Bonefish,
6947,7941496,\pEgg'n,Egg'n,
6948,7941504,\pThis is your destination.\k,This is your destination.,
6949,7941632,\pGangway,Gangway,
6950,7941648,"\pThis, I say, this is your destination.\k","This, I say, this is your destination.",
6951,7941784,\pWould you like to hear that again?,Would you like to hear that again?,
6952,7941824,\pTropical Warrior,Tropical Warrior,
6953,7941848,\pDo you need me to re-decree that?,Do you need me to re-decree that?,
6954,7941888,\pCarmine,Carmine,
6955,7941904,"\pMake for Heaven, and any wickedness\nin one's heart should heal right up.\k","Make for Heaven, and any wickedness in one's heart should heal right up.",
6956,7942048,\pIfrit,Ifrit,
6957,7942056,\pI've got a bad feeling about this...,I've got a bad feeling about this...,
6958,7942096,"\pB-B-B-Big trouble, I do decree!\k","B-B-B-Big trouble, I do decree!",
6959,7942296,\pArmbreaker,Armbreaker,
6960,7942312,\pRaging Bull,Raging Bull,
6961,7942328,\pEmperor Squid,Emperor Squid,
6962,7942344,"\pHiii! Me again. I know, big bummer!","Hiii! Me again. I know, big bummer!",
6963,7942384,"\pOho? Where, I say, where did that\nno-good Wallace run off to now?","Oho? Where, I say, where did that no-good Wallace run off to now?",
6964,7942456,"\pGosh, is Wallace just sitting\nthis one out or something?","Gosh, is Wallace just sitting this one out or something?",
6965,7942520,\pSea Dragon,Sea Dragon,
6966,7942536,\pA reward?,A reward?,
6967,7942552,\pEnergy Orb,Energy Orb,
6968,7942568,\pBone Soldier,Bone Soldier,
6969,7942584,\pIce Elemental,Ice Elemental,
6970,7942600,\pCanine Soldier,Canine Soldier,
6971,7942624,"\pAnyways! I've got a task for\nall y'all, to help pass the time.\k","Anyways! I've got a task for all y'all, to help pass the time.",
6972,7942824,"\pBest of luck, and me-speed!","Best of luck, and me-speed!",
6973,7942856,\pThanks in advance! Me-speed!,Thanks in advance! Me-speed!,
6974,7942888,\pBlack Scorpion,Black Scorpion,
6975,7942912,"\pDeus is on break, so I'm filling in.\nBut it's so boooring around here!","Deus is on break, so I'm filling in. But it's so boooring around here!",
6976,7942992,\pDemon Bat,Demon Bat,
6977,7943008,"\pDon't tease me, I say, don't tease\nme about my fear of the dark...\k","Don't tease me, I say, don't tease me about my fear of the dark...",
6978,7943312,"\pNow, make haste to my location!\k","Now, make haste to my location!",
6979,7943664,\pFrost Golem,Frost Golem,
6980,7943680,\pWhat a successful venture!,What a successful venture!,
6981,7943712,\pPoison Frog,Poison Frog,
6982,7943728,\pMeat Moss,Meat Moss,
6983,7943744,"\pI do decree, I was hoping you might\nhumor a little request of mine.\k","I do decree, I was hoping you might humor a little request of mine.",
6984,7944016,\pKid Magician,Kid Magician,
6985,7944032,"\pThis, I say, this is your destination.\k","This, I say, this is your destination.",
6986,7944240,\pMycopath,Mycopath,
6987,7944256,"\pI do decree, that cretinous Wallace\nis at it, I say, at it again!\k","I do decree, that cretinous Wallace is at it, I say, at it again!",
6988,7944752,\pLizardman,Lizardman,
6989,7944768,"\pThe consequences could be disastrous.\nYou must stop him, I do decree!\k","The consequences could be disastrous. You must stop him, I do decree!",
6990,7944896,\pOrc Bandit,Orc Bandit,
6991,7944912,"\pI do decree, that infernal Wallace!\nHe's made a break for the Pyramid.\nGonna try to curse us good, I bet!","I do decree, that infernal Wallace! He's made a break for the Pyramid. Gonna try to curse us good, I bet!",
6992,7945024,\pHobgoblin,Hobgoblin,
6993,7945040,"\pThe culprit is a monster called\n%1cFriday%0c that dwells, I say, dwells\nin the Lost Woods.\k","The culprit is a monster called Friday that dwells, I say, dwells in the Lost Woods.",
6994,7945376,"\pWhile we were all focused on Wallace,\nthere was a bank heist, I do decree!","While we were all focused on Wallace, there was a bank heist, I do decree!",
6995,7945456,\pDoppeler,Doppeler,
6996,7945472,\p\h%2x%s\n,[TEXT],
6997,7945488,\pSleepcluck,Sleepcluck,
6998,7945504,\p\h\r%2x%s,[TEXT],
6999,7945520,\pTrancer,Trancer,
7000,7945536,"\pYou've defeated Wallace, and put\nan end to his wicked ambitions.\k","You've defeated Wallace, and put an end to his wicked ambitions.",
7001,7945728,\pTop Snail,Top Snail,
7002,7945744,"\pHowever...\nRather unfortunately, this is it.\k","However... Rather unfortunately, this is it.",
7003,7945992,\pMad Dog,Mad Dog,
7004,7946008,"\p%3c%s%0c un-received\n\h%1c\,%d%0cG.","[TEXT] un-received ,[NUM]G.",
7005,7946048,"\pI do decree, since you've all worked\nso very hard, I've set aside \h%3c500%0cG\nfor each of you as a special reward.\k","I do decree, since you've all worked so very hard, I've set aside 500G for each of you as a special reward.",
7006,7946528,\pBalgor,Balgor,
7007,7946544,\pDwarf Gangster,Dwarf Gangster,
7008,7946568,"\p%3c%s%0c received\n\h%2c\,%d%0cG.","[TEXT] received ,[NUM]G.",
7009,7946608,\pHmm...\k,Hmm...,
7010,7946696,\pTreant,Treant,
7011,7946712,\pRusty Catfish,Rusty Catfish,
7012,7946728,\pGazer,Gazer,
7013,7946736,"\pHowever, now that he's finally been\ntaken down, we can rest easy.\k","However, now that he's finally been taken down, we can rest easy.",
7014,7946848,\pRetro Ghost,Retro Ghost,
7015,7946864,"\pLately, there have been no %2ctributes%0c\ncoming into Heaven, oddly.\k","Lately, there have been no tributes coming into Heaven, oddly.",
7016,7947048,"\pYou've all absolutely outdone\nyourselves, I do decree!","You've all absolutely outdone yourselves, I do decree!",
7017,7947112,\pMeltdown Cloud,Meltdown Cloud,
7018,7947136,"\pWh-What, I say, what did you say?!","Wh-What, I say, what did you say?!",
7019,7947176,\pGhoul,Ghoul,
7020,7947184,"\pYaaaaaugh! It's Hell's Door!\nI do decree, the Underworld itself\nis now connected to our world!\k","Yaaaaaugh! It's Hell's Door! I do decree, the Underworld itself is now connected to our world!",
7021,7947352,\pSiren,Siren,
7022,7947360,\pAnd that includes Heaven...\k,And that includes Heaven...,
7023,7947512,\pStray Spider,Stray Spider,
7024,7947528,\pMagic,Magic,
7025,7947536,"\pBad news, I say, bad news, everyone!\nIf things keep up like this, I do\ndecree, it's demonsville for us all!","Bad news, I say, bad news, everyone! If things keep up like this, I do decree, it's demonsville for us all!",
7026,7947648,\pSuckerfish,Suckerfish,
7027,7947664,\pLike there wouldn't be one!\nIt'll be great. Just you wait!\k,Like there wouldn't be one! It'll be great. Just you wait!,
7028,7947848,\pKiller Ray,Killer Ray,
7029,7947864,\p\h%2x%s\nWeaken Another,[TEXT] Weaken Another,
7030,7947896,\pGanglio,Ganglio,
7031,7947912,\pTortoise Tank,Tortoise Tank,
7032,7947928,\pSpeed,Speed,
7033,7947936,\pKiller Plant,Killer Plant,
7034,7947952,\pDefense,Defense,
7035,7947968,\pRebel Angel,Rebel Angel,
7036,7947984,\pAttack,Attack,
7037,7948000,\pClatterfish,Clatterfish,
7038,7948016,\pStamina,Stamina,
7039,7948032,\pBallboy,Ballboy,
7040,7948048,\p\hMaster Grifter Cherrykey,Master Grifter Cherrykey,
7041,7948080,\pCentury Egg'n,Century Egg'n,
7042,7948096,\p\hDr. J.J.,Dr. J.J.,
7043,7948112,\pNative,Native,
7044,7948128,"\p%12x%0y\h\,%D%0cG",",%DG",
7045,7948152,\pWyvern,Wyvern,
7046,7948168,\pHigh Demon,High Demon,
7047,7948184,"\pAnd, the treasure's all sorted!\k","And, the treasure's all sorted!",
7048,7948224,"\pWhat's that? Dispute, you say?!\k","What's that? Dispute, you say?!",
7049,7948416,\pMagic Hand,Magic Hand,
7050,7948432,\pThis is for %3c%s%0c...\k,This is for [TEXT]...,
7051,7948464,\pBloodthirsty Bull,Bloodthirsty Bull,
7052,7948488,\pLet's see what we've got...\k,Let's see what we've got...,
7053,7948520,\pKraken,Kraken,
7054,7948536,\pPlesiosaur,Plesiosaur,
7055,7948552,\pOne-Eyed Ogre,One-Eyed Ogre,
7056,7948568,"\p%0x%0y\h\,%12d%0cG",",[NUM]G",
7057,7948592,\pWhat the...?!\k,What the...?!,
7058,7948688,"\pI'll go ahead and divvy up, I say,\ndivvy up the treasure you gathered.\k","I'll go ahead and divvy up, I say, divvy up the treasure you gathered.",
7059,7948768,\p%3c%s%0c and\n%3c%s%0c's alliance\nends today.\k,[TEXT] and [TEXT]'s alliance ends today.,
7060,7948856,\pSpecter,Specter,
7061,7948872,\pCarnivorous Bat,Carnivorous Bat,
7062,7948896,\pYou're giving me money?\k,You're giving me money?,
7063,7949104,\pLesser Demon,Lesser Demon,
7064,7949120,"\pWell, what've we here?\n","Well, what've we here?",
7065,7949152,\pMagman,Magman,
7066,7949168,"\pSorry to say, I can't make you any\nstronger than you already are.","Sorry to say, I can't make you any stronger than you already are.",
7067,7949240,\pKobold King,Kobold King,
7068,7949256,\p%3c%s%0c's %3c%s%0c went down\nby %1c%d%0c.\k,[TEXT]'s [TEXT] went down by [NUM].,
7069,7949304,\pLet's get this operation underway.\k,Let's get this operation underway.,
7070,7949344,"\pAnd, the deed is done.\nBe sure you take good care\nof yourself, now, y'hear?\k","And, the deed is done. Be sure you take good care of yourself, now, y'hear?",
7071,7949432,\pRare Golem,Rare Golem,
7072,7949448,\pIce Toad,Ice Toad,
7073,7949464,\pGold Jelly,Gold Jelly,
7074,7949480,\pHigh Magician,High Magician,
7075,7949496,\pMetal Millipede,Metal Millipede,
7076,7949520,\pEach of %3c%s%0c's stats\nwent up by %2c%d%0c.\k,Each of [TEXT]'s stats went up by [NUM].,
7077,7949656,\p...!\k,...!,
7078,7949672,\pFungo Warrior,Fungo Warrior,
7079,7949688,\pMummy,Mummy,
7080,7949696,"\pI see. So you'd rather\nmake someone else weaker.\nWell, then that's what we do!\k","I see. So you'd rather make someone else weaker. Well, then that's what we do!",
7081,7949784,\pSalamander,Salamander,
7082,7949800,\pGoblin Hero,Goblin Hero,
7083,7949816,"\pHey, you there...\n","Hey, you there...",
7084,7949840,"\pOkay. So you'd rather\nmake yourself stronger.\nWell, that's your choice!\k","Okay. So you'd rather make yourself stronger. Well, that's your choice!",
7085,7949920,\pPorque,Porque,
7086,7949936,\pFeh. Ain't got time for the penniless.\k,Feh. Ain't got time for the penniless.,
7087,7949984,"\pOkay, lessee... Just as I thought.\nYou ain't holdin' up so good.\k","Okay, lessee... Just as I thought. You ain't holdin' up so good.",
7088,7950240,"\pWell... Your funeral! Try not to\npush yourself too hard, though.\k","Well... Your funeral! Try not to push yourself too hard, though.",
7089,7950312,\pPhantasm,Phantasm,
7090,7950328,\pYagyu,Yagyu,
7091,7950336,\pYou're lookin' kinda pale.\k,You're lookin' kinda pale.,
7092,7950512,\p\hMaster Grifter Cherrykey,Master Grifter Cherrykey,
7093,7950544,\pEscargone,Escargone,
7094,7950560,\p\hStrange Geezer,Strange Geezer,
7095,7950584,\pHeckhound,Heckhound,
7096,7950600,"\p%0x%0y\h\,%12d%0cG",",[NUM]G",
7097,7950624,\pDragonman,Dragonman,
7098,7950640,\pYou're giving me money?\k,You're giving me money?,
7099,7950848,\pEvil Dwarf,Evil Dwarf,
7100,7950864,"\pWell, what've we here?\n","Well, what've we here?",
7101,7950896,\pNow we're talkin'!\nThis'll be smooth sailin' for ya.\k,Now we're talkin'! This'll be smooth sailin' for ya.,
7102,7950960,\pCatfish Roll,Catfish Roll,
7103,7950976,"\pPaid \h%3c\,%d%0cG.\k","Paid ,[NUM]G.",
7104,7951000,\pNight Stalker,Night Stalker,
7105,7951016,"\pYeah, that ain't gonna cut it.\k","Yeah, that ain't gonna cut it.",
7106,7951072,\pFlying Eye,Flying Eye,
7107,7951088,"\pYou ain't got enough coin, foo'!\nWhatever. I'm out.\k","You ain't got enough coin, foo'! Whatever. I'm out.",
